"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name","ReviewLength"
"1035","Far & away the best meditation app!","https://itunes.apple.com/us/reviews/id14338645","Allie-Oklahoma","15.0.3",5,"Insight Timer has the most amazing free and diverse content from all over the world on any topic you can imagine. From here I’ve launched to following teachers like Sarah Blondin, Michelle Chalfant, and Tara Brach who quite literally have helped me on a path to deeper relationships, compassion, and self knowledge. Explore today - nothing but a better life awaits.",2019-06-21,"insight_timer",365
"1036","Recommend <U+0001F4AF>","https://itunes.apple.com/us/reviews/id965562623","iamNarcisse","15.0.3",5,"Hands down the best meditation app in town! So many options!!!!! I’m in love. Now go download. <U+0001F483><U+0001F3FB>",2019-06-21,"insight_timer",97
"1037","I used to love this app until update","https://itunes.apple.com/us/reviews/id42195605","gnosticsam","15.0.3",4,"The latest update is confusing and hard to navigate...seems to have removed the thing I enjoyed the most about the app, my ability to see and track my stats for meditation. Seeing the daily, weekly, monthly and overall stats and if the meditations where guided or just timer, it was the reason I enjoyed this app and used it for the past two years. However it seems without the stats it took away my interest to use this app any longer. 

<U+2728>Edit<U+0001F31F>found out the stats are still tracked and available elsewhere in the app settings. So I am pleased to continue using the app and changed my rating...Still confusing though. Also very happy they added the ability to add missed sessions. Thank you for the improvements. <U+0001F64F><U+0001F3FC>",2019-06-21,"insight_timer",715
"1038","Insight Timer","https://itunes.apple.com/us/reviews/id1005941041","<U+0001F634>!!!!!!!!!!!!!!!!","15.0.3",5,"It helps me fall asleep",2019-06-21,"insight_timer",23
"1039","Quiet time","https://itunes.apple.com/us/reviews/id337479255","Joan441","15.0.3",5,"I really enjoyed this guided meditation.  I appreciated the lengths of quiet time. Thanks, this is a keeper.",2019-06-20,"insight_timer",108
"1040","Mrs. C Gallagher","https://itunes.apple.com/us/reviews/id543488339","Claudie2017","15.0.3",5,"This is a Fabulous app... my youngest daughter told me of this app.
I absolutely love it. 
I shared it with some friends and Doctors and now even my Doctors are sharing it with other patients.
I highly recommend it to anyone. No matter what issues you may have or if you simply want to relax more this app has an option for you. 
Give it a try....I’m sure you will love it too<U+2763><U+FE0F>

6/20/2017
I have been using this App for years and absolutely love it...also turned on many friends and doctors to this app.
HOWEVER TODAY I got locked out of my app on my Ipad. It is locked in sleep mode ( which I have never used) 
It still works on my iPhone but iPad is locked...I originally signed in through Facebook but no matter what I try it wii remain locked.  I don’t want to open new account and loose all I have accomplished with my app that is still working on my iPhone.. 
I mostly use my iPad for this app.....WHAT HAPPENED?
I’m very upset right now!
 Mrs. C Gallagher or Claudia Gallagher 
Please help !",2019-06-20,"insight_timer",999
"1041","Yes","https://itunes.apple.com/us/reviews/id515085020","For the Love of Blood","14.5.5",5,"I really like this app. Free meditations, world wide community and overall good vibes. Yes I recommend it. :)",2019-06-20,"insight_timer",109
"1042","MAKE NIGHT MODE FREE!","https://itunes.apple.com/us/reviews/id43640749","Island Life","15.0.3",2,"Update: Ugh, great, now there’s even more glaring white space. And they changed the icon background to white. There’s nothing wrong with black (this whole “white is good and pure” aesthetic is regressive and unappreciated). Give all users access to night mode and a way to choose an icon color. Black is a great color and we should have a choice! Other apps manage this, so please stop trying to “improve” things — it’s not helping. Finally, there are people who will never purchase a subscription, let them opt out of seeing subscription only content (humane design should be important in a meditation app).",2019-06-20,"insight_timer",608
"1043","BRING BACK RECENTS ON HOMEPAGE!!!","https://itunes.apple.com/us/reviews/id229555872","18/$h)/&:","15.0.3",4,"..",2019-06-20,"insight_timer",2
"1044","Best relaxation app!","https://itunes.apple.com/us/reviews/id30805725","Bearchic","15.0.3",5,"I have health issues that I’ve been dealing with and every single night I turn on this app and listen to the most peaceful and relaxing music which helps with my anxiety. Thank you all, you have no idea how much this helps me.",2019-06-20,"insight_timer",226
"1045","Everything","https://itunes.apple.com/us/reviews/id442854297","Betina P.","15.0.3",5,"This app is the only thing that helps me breathe and relax sometimes. When I’m really anxious or forget to breathe, I get so much help from it.",2019-06-19,"insight_timer",143
"1046","Outstanding","https://itunes.apple.com/us/reviews/id147133796","Nnniiiiiikkkkkk","15.0.3",5,"Love this app. It’s my #1 favorite",2019-06-19,"insight_timer",34
"1047","Transformative","https://itunes.apple.com/us/reviews/id108368400","Bertoboy2","15.0.2",5,"This app is my meditation/mindfulness lifeline. It has expanded my capacity to meditate. I practice with at least one of the meditations everyday. The guides are stellar.",2019-06-19,"insight_timer",170
"1048","Helped me establish a daily meditation practice","https://itunes.apple.com/us/reviews/id10499424","Oli1846492","15.0.3",5,"Insight Timer has been my favourite meditation app since I discovered it a year and a half ago because of its unpretentious vibe, the ability to search and sort by different criteria, and the large catalogue of meditations. 

The app helped me start a daily meditation practice and I look forward to meditating with Insight Timer’s wonderful instructors every night. 

The latest app update makes me so happy. It built on the original great design of when I first got the app and introduced a clean and intuitive layout. Thank you to the Insight Timer team for this wonderful tool!",2019-06-19,"insight_timer",581
"1049","I love insight timer BUT*","https://itunes.apple.com/us/reviews/id229046579","Awesome 22315","15.0.2",3,"It allows me to feel more connect to my
Mind and body and as someone who often forgets or just doesn’t get out of bed the reminders help, it helps with my mental state the more and more I do it (though often times I find myself not having the motivation to get up and do it) *BUT I do wish that night mode wasn’t a premium feature, it’s an accessibility thing honestly and the fact that it’s a premium feature is awful and tbh my review would improve if that was changed",2019-06-18,"insight_timer",470
"1050","Don’t Update your app!!!","https://itunes.apple.com/us/reviews/id1036385152","jls72612","15.0.3",2,"Used to be simple, quick and straightforward. Meditate for specified time and you’re done. 
I made huge mistake of updating... can’t even find timer anymore. New splashy stuff is great but don’t take away the basics. 
I’m shopping for a new app!!!!",2019-06-18,"insight_timer",248
"1051","Gratitude","https://itunes.apple.com/us/reviews/id868874674","vortex explorer","15.0.3",5,"I love this app! <U+0001F64F>",2019-06-18,"insight_timer",18
"1052","Feel Good by Nicoya Helm","https://itunes.apple.com/us/reviews/id341904268","kjk kansas city","15.0.3",5,"Beautiful meditation! What is soothing voice... I really enjoyed it!",2019-06-18,"insight_timer",68
"1053","New Update Awful","https://itunes.apple.com/us/reviews/id501099640","AboutDoneWithUSBank","15.0.3",1,"This is a classic case of a developer “fixing” what wasn’t broken. The new interface is ugly and cartoonish. Uninstalled.",2019-06-18,"insight_timer",121
"1054","Brilliant Idea and easy to use","https://itunes.apple.com/us/reviews/id298715821","SLK3579","15.0.2",5,"Thank you for providing so many choices of sleep music and authentic speakers. It has changed my life. I could never have found the material that Insight Timer provides on my own and so easily. What a blessing for an older non-techie<U+0001F603>
Sandra",2019-06-18,"insight_timer",241
"1055","Highly recommended","https://itunes.apple.com/us/reviews/id637544451","Bkarmr","15.0.2",5,"I tell anyone who has difficulty staying asleep all night to listen to any of the many choices that help keep your mind off those things that loom large at 3 or 4 in the morning. It has worked very well for me.",2019-06-18,"insight_timer",210
"1056","The best","https://itunes.apple.com/us/reviews/id689435251","hearttype","15.0.2",5,"Perfect on the night of the strawberry full moon<U+2665><U+FE0F>",2019-06-18,"insight_timer",50
"1057","Delightful","https://itunes.apple.com/us/reviews/id180634878","Rb912","15.0.2",5,"This app is a part of my daily life. One of the greatest gifts ever received.",2019-06-18,"insight_timer",77
"1058","The best app","https://itunes.apple.com/us/reviews/id78026043","UberGinger","15.0.2",5,"I recently paid for a premium subscription because I believe so strongly that everyone should be meditating and Insight Timer makes it accessible to everyone for free.  It’s free and it’s wonderful.",2019-06-18,"insight_timer",198
"1059","Rejuvenating and Profound","https://itunes.apple.com/us/reviews/id31638621","Andrea Mercer","15.0.2",5,"A very useful meditation. I plan to listen to it again two days from now.",2019-06-18,"insight_timer",73
"1060","Journeying","https://itunes.apple.com/us/reviews/id42803347","Duann","15.0.2",5,"I will be using this a lot to journey!",2019-06-17,"insight_timer",38
"1061","It does help you calm yourself","https://itunes.apple.com/us/reviews/id509900392","Namita H","15.0.2",5,"I don’t know whether I have anxiety problem or not, but I get angry, depressed easily, I do have frequent mood swings, I used to meditate before sleeping, especially with the meditation courses for sleeping peacefully, thought of trying it during day time, and as of now I am feeling calm. Hope it continues throughout the day, will definitely try doing it everyday.",2019-06-17,"insight_timer",366
"1062","Best app","https://itunes.apple.com/us/reviews/id569353098","Flowingtears","15.0.2",5,"I really like this app. Great variety. Nice to see that a lot of ppl doing it. Helpful for Beginners and professionals <U+0001F549><U+0001F44C><U+0001F44D>",2019-06-17,"insight_timer",122
"1063","Not as good as it used to be","https://itunes.apple.com/us/reviews/id80035541","Zybysco","15.0.2",3,"The timer bell tones are beautiful, last as long as real bowls, and there are lots of options. The statistics section provide a good, gentile incentive.  Some of the sleep meditations are great, but the bright white background when you’re looking for one is a bad idea, and the most recent upgrade has made the one you want hard to find.  There are too many guided meditations that keep changing and aren’t very useful.  I don’t use the social media part, and it is way too dominant. App seems to be trying to offer everything for everyone and is no longer very user friendly.",2019-06-17,"insight_timer",576
"1064","The updates","https://itunes.apple.com/us/reviews/id765994182","mogulmind","15.0.2",5,"I’ve had the app for over a year, it’s great. It had some hiccups in the beginning. The improvements are great! It’s modern, it's fab, and now popular. I really like the Daily Insight. No matter if I pay for the service or have the free version, I am being asked to join the conversation. They make Mental Health the main topic everyday. Pretty incredible and before it’s time.",2019-06-17,"insight_timer",377
"1065","Recommend, 5 star app","https://itunes.apple.com/us/reviews/id31884482","Thiachimaneeze","15.0.2",5,"Insight Timer is the premier app on the market for functionality and aesthetics. The ability to create presets - I have many - and further create interim bells (an encouragement and re-focusing tool for longer sits) are two of my favorite functions. The quality of the tones is crisp and resonant, with lots of choices. I like the large digital countdown and recommend for instructors leading anything from dyads to silent / guided meditations. It's great for my personal yoga practice since the interim bell tells me to switch from movement to stillness. I like to track my stats, believing that anything that can be measured can be improved. Last but not least, the communication  from the developer is not too frequent and from the heart. May we all be happy and healthy and at peace.",2019-06-17,"insight_timer",787
"1066","Amazing app","https://itunes.apple.com/us/reviews/id611478649","Wordyoga","15.0.2",5,"insight Timer always works flawlessly and I believe is probably helping to make the world a better place. Thank you!",2019-06-17,"insight_timer",116
"1067","Excellent way to start the day!","https://itunes.apple.com/us/reviews/id319666325","jemcca","15.0.2",5,"Great content do for myself and my son.",2019-06-17,"insight_timer",39
"1068","Best meditation encourager!","https://itunes.apple.com/us/reviews/id32606682","Estrella56","15.0.2",5,"For the past 5 years I’ve used meditation timer. Although I’ve meditated of and on for 30+ years, it was just that...off & on. Because of this timer and the accessibility of the supports both guided and connection to the community, I haven’t missed a day in five years. It helped me entrain a life-changing habit of meditation. The guided meditations particularly with sleep are an extra bonus!",2019-06-17,"insight_timer",394
"1069","Best app I’ve ever downloaded","https://itunes.apple.com/us/reviews/id796861766","chase bury","15.0.2",5,"I’ve used this app way more than any other app I’ve ever downloaded. I use it for meditation, when I do yoga, when I can’t sleep at night and so much more. It functions really well and is constantly being updated.",2019-06-17,"insight_timer",213
"1070","Great meditation app","https://itunes.apple.com/us/reviews/id31867811","Atb20","15.0.2",5,"So far I've greatly enjoyed this meditation app. I’ve recommended it to friends and clients. Tons of free meditations to choose from, including one that helps me fall asleep almost without fail.",2019-06-17,"insight_timer",194
"1071","Please fix this meditation: chakra clearing","https://itunes.apple.com/us/reviews/id245719311","User12460","15.0.2",4,"Could you reload Joshua Stoddard's Sacral Chakra Clearing Meditation?  It hangs on my ipad,......

Thank you.  May you be well.",2019-06-17,"insight_timer",127
"1072","Bad Update","https://itunes.apple.com/us/reviews/id28242707","cld2121","15.0.2",1,"I’ve been using this app for years when it was SO user friendly and easy to access bookmarked meditations and milestones, as well as high quality sound recordings of meditations. Now forced to mill through “premium membership” courses and a minutia of meditations that are impossible to navigate efficiently. Now I only use for self timer , pity.",2019-06-17,"insight_timer",346
"1073","Brilliant for a beginner","https://itunes.apple.com/us/reviews/id31690702","JenFolls","15.0.2",5,"The diversity and volume of guided meditations are ideal for anyone new to meditating. Looking forward to trying one of the courses soon.",2019-06-16,"insight_timer",137
"1074","CENTERING PRAYER","https://itunes.apple.com/us/reviews/id26292740","Friary42","15.0.2",5,"Is it possible for you to add information regarding Centering Prayer with teachings from Thomas Keating and Basil Pennington.  These additions would enrich this wonderful app!",2019-06-16,"insight_timer",175
"1075","My meditation and zen app","https://itunes.apple.com/us/reviews/id167746901","flyyingyogi","15.0.2",5,"Just recommend this app to everyone I know.   It has helped me sooo much in many different ways.",2019-06-16,"insight_timer",96
"1076","Insight timer","https://itunes.apple.com/us/reviews/id722111620","jpokipala","15.0.2",5,"Great app centers me in morning",2019-06-16,"insight_timer",31
"1077","Best mediation app","https://itunes.apple.com/us/reviews/id605394763","CKKQB","15.0.2",5,"Insight has it all for mediation:
Timer with customization 
Thousands of guided meditation 
Tracks your mediation practice for you
And community.
Love this app.",2019-06-16,"insight_timer",160
"1078","Love insight timer!","https://itunes.apple.com/us/reviews/id195000681","GentlePlace","15.0.2",5,"What an amazing app with access to thousands of different types of meditations!  Something for everyone at every level of experience. If everyone uses this daily the world would be a much happier and more peaceful place!",2019-06-16,"insight_timer",220
"1079","Bad update - bookmarks gone - help not updated","https://itunes.apple.com/us/reviews/id680540244","CancelNow","15.0.2",1,"Insight Timer made a point of linking to a Medium article it probably wrote itself about its greatness, but new interface adds nothing and loses a lot. No more bookmarks. I lost a meditation I did countless times.

If you try to send a message through the contact us menu selection under settings, you will have to verify and verify and verify. Patiently click all the crosswalks, then traffic lights, then fire hydrants, and start over in slow motion while images slowly fade away and reappear.

The bill boards Insight Timer put up in the SF Bay Area were offensive too, stupid sexual innuendo for no damned reason. Will I say good bye to the app? Probably if it doesn’t get fixed and definitely if I see another pointlessly offensive bill board.",2019-06-16,"insight_timer",748
"1080","New update less use-friendly","https://itunes.apple.com/us/reviews/id101112241","Wilderness guide","15.0.2",1,"The most recent user update is much more difficult to navigate. A smaller font makes it more challenging to read, even for those with good eyes that don’t need glasses. Sorry to see an easy to navigate app turned more confusing.",2019-06-16,"insight_timer",228
"1081","The BEST Meditation App Out There!!","https://itunes.apple.com/us/reviews/id221720557","Clownfish83","15.0.2",5,"This app is everything to me right now. I’ve been using it for about a year now and it just keeps getting better and better. Follow teachers you like, have access to a TON of free meditation material for anything you need at any time. Pay a little and you can learn and go even deeper. I’m going through a major transition right now and I know I need this in my life and they make it so easy to want to come back. This app has helped me fall in love with meditation and learn how much of a priority it really needs to be in my life. Sitting in silence hasn’t worked but the guided meditations and gentle music meditations have changed my world. The only meditation app you’ll ever need.",2019-06-16,"insight_timer",686
"1082","Best meditation app","https://itunes.apple.com/us/reviews/id237833686","Jared the reviewer","15.0.2",5,"I’ve used a lot of meditation apps, and they all have such limited functionality for free users. I used to use Calm until they took away almost all of the functionality unless you subscribed. But Insight tuner continues to keep the most important core functionality free for all users, and helps beginners to establish a regular meditation practice.",2019-06-16,"insight_timer",349
"1083","Love it!","https://itunes.apple.com/us/reviews/id126341415","Me Mah","15.0.2",5,"I use the music for my morning yoga and enjoy choosing something new every day. I keep my faves. I love how easy it is to find what I’m in the mood for. Meditation or a podcast talk. I also love how democratic it is in allowing teachers to join and post their works. And I love that it’s free for all to try it out. I’ve recommended it to friends and family. I’ve sent favorites also.",2019-06-15,"insight_timer",384
"1084","Ability to fast forward","https://itunes.apple.com/us/reviews/id111659262","Carlos Korotana","15.0.2",1,"It’s such a shame you charge for this feature.

Have you ever listened to a meditation and it only gets worse?

You feel /I feel my time was wasted.

And if we can determine if this audio recording is good then that’s good, if’s its a bad one then they -the author can maje it better.

Don’t let GREED. COME IN THE WAY TO HELPING.",2019-06-15,"insight_timer",330
"1085","Been using Insight Timer for FIVE YEARS. Still love it.","https://itunes.apple.com/us/reviews/id28170165","Mateo del Oceano","15.0.2",5,"This app has evolved brilliantly. I use it every day. It’s simple but has depth, if you need it. The community is strong. Beautiful. Useful. Essential.",2019-06-15,"insight_timer",151
"1086","Great app!!","https://itunes.apple.com/us/reviews/id321417984","Jo. Marie","15.0.2",5,"Use it everyday!!",2019-06-15,"insight_timer",17
"1087","This is my Best Morning","https://itunes.apple.com/us/reviews/id406702326","LavenderCross","15.0.2",5,"Would not like to think of starting my day without the timer or the guided meditation. Love having a choice and keeping track. I suggest it to all my friends.",2019-06-15,"insight_timer",158
"1088","I use Insight Timer every day!","https://itunes.apple.com/us/reviews/id41217392","txbobbie","15.0.2",5,"Insight timer is my go-to app every day for meditation. I can find a meditation to match my needs and I have discovered new instructors I never would have considered before. The best part, is that it’s free! I chose to subscribe because I wanted to support the app creators, but I also travel a great deal and it allows me to download the meditations I choose. I will often meditate or listen to music from the app while I am flying.  Don’t worry, you do not get a constant nagging for money, so if you choose to donate it is truly from the heart.",2019-06-15,"insight_timer",547
"1089","The best app in this entire App Store","https://itunes.apple.com/us/reviews/id721104625","Baneen.ab","15.0.2",5,"This is one my favorite meditation apps. 
It’s had such a great impact on my life. I’m so grateful for you insight timer",2019-06-15,"insight_timer",120
"1090","Love!","https://itunes.apple.com/us/reviews/id586948456","Ves1234?","15.0.2",5,"My favorite app in the whole world! Anyone I know knows about this app.",2019-06-15,"insight_timer",71
"1091","Connection to the world of meditators","https://itunes.apple.com/us/reviews/id425402807","jcmbsr","15.0.2",5,"This is one wonderful way to experience a  worldwide sangha and to feel we are all in this spiritual practice together. Gratitude and Loving-Kindness to the inventors of this app and to all its participants.",2019-06-15,"insight_timer",207
"1092","Insight Timer","https://itunes.apple.com/us/reviews/id1034933654","ruthtrees","15.0.2",3,"I really wish I could search for meditations without electronic music. I prefer no music or acoustic music only. 9 out of 10 have electronic music, which causes a headache for me. Very frustrating!",2019-06-15,"insight_timer",197
"1093","Would be nice t unenroll from courses","https://itunes.apple.com/us/reviews/id195954195","nboogie487","15.0.2",4,"Great app but some of the courses are not for me. It would be nice to unenroll from them but this isn’t supported.",2019-06-15,"insight_timer",114
"1094","Upgrade should be removed until it is fixed!","https://itunes.apple.com/us/reviews/id39152833","American not Idiot","15.0.2",1,"I’ve contacted the developers numerous times since the upgrade with the same problem- which is consecutive days are not correct. The app jumps from actual consecutive days back an incorrect number, usually less than 2 weeks.

PLUS, for some reason you must go through a privacy Capcha exercise which won’t allow you to do an audio version. My first question is why have this additional step which makes it even more difficult to report issues. It’s not needed and makes it seem that you don’t want to hear all the problems you have with this upgrade.

You asked for a review and you got it’s how about fixing this app.

In your defense, response, whilst inadequate, has been immediate for this recurring problem.",2019-06-14,"insight_timer",712
"1095","Revolutionary","https://itunes.apple.com/us/reviews/id683937247","Reverand Artichoke","15.0.2",5,"Sitting is the fresh bread
Insight Timer is the jam",2019-06-14,"insight_timer",51
"1096","Manifesting","https://itunes.apple.com/us/reviews/id12386455","danceabilities","15.0.2",5,"Moving thru each chakra with positive affirmations is the best way to start my day! Love it!!",2019-06-14,"insight_timer",93
"1097","Meditation","https://itunes.apple.com/us/reviews/id269722753","hgdghtjucih","15.0.2",5,"Love this app!! It gets better all the time & so much great content is free!!",2019-06-14,"insight_timer",77
"1098","Beat meditation app","https://itunes.apple.com/us/reviews/id85798161","Dancergirl55555","15.0.2",5,"But it is by far the best meditation app. I highly recommend it. The parade but it cannot be beat. Life change",2019-06-14,"insight_timer",110
"1099","Great app","https://itunes.apple.com/us/reviews/id418100063","livitoni","15.0.2",5,"Thousands of free mediations
Very grateful for the opportunity to have all these meditations at my disposal
Has changed my life<U+0001F60A>",2019-06-14,"insight_timer",128
"1100","Awesome","https://itunes.apple.com/us/reviews/id726278121","Jen in St. Pete","15.0.2",5,"I LOVE LOVE LOVE this! It has helped me so much. Thank you. <U+0001F64F>",2019-06-14,"insight_timer",61
"1101","New update needs work","https://itunes.apple.com/us/reviews/id124552905","coloyogi","15.0.2",2,"The new update has been disappointing.  I can no longer easily view my friends activity, or my own activity.  In addition a the consecutive days counter is not working correctly.  Still my favorite meditation app, but the update needs more work :(",2019-06-14,"insight_timer",247
"1102","Life Changing","https://itunes.apple.com/us/reviews/id389496327","lobe15","15.0.2",5,"This app has changed my life and made every level of meditation so accessible and easy to use.",2019-06-14,"insight_timer",94
"1103","Amazing!!","https://itunes.apple.com/us/reviews/id72015371","Madeleine G Hanlon","15.0.2",5,"Best app I’ve ever had! Helps me start my day in the most beautiful way. Thank you Insight Timer! Me along with the thousands of other users are grateful & appreciative of this app!",2019-06-14,"insight_timer",181
"1104","Losing steam","https://itunes.apple.com/us/reviews/id668936666","mks225","15.0.2",3,"Over the last year, this app has become increasingly unwieldy, difficult to navigate, and overcrowded.  There are some wonderful teachers here, if you can find them.",2019-06-14,"insight_timer",165
"1105","NO SUPPORT :-(","https://itunes.apple.com/us/reviews/id479123260","Elisa Painter","15.0.2",1,"A year & a half ago, I gave the app rave reviews. But since the recent June 2019 update, I am far less pleased. As of the update, my Stats backtracked to lose about 40 days or more ‘work,’ & conflicting stats show between Profile pages. I contacted their Support line for help over a week ago. No response. This is the 2nd time I spent time outlining an issue using the Help feature with ZERO response. The 1st time, about 8 mos ago, was on a Courses question; & I won’t take the courses without the missing piece of info. And seeing stats build is very motivational, but that feature is useless if unreliable & not fixable. As well, not so crazy about the new format. The added features are ok, but having 2  profile pgs is confusing (especially in my case where they conflict). And I lost a lot of meds from Last Played which is how I access my MOST played. Seems as if it no longer stores as many? Finally, I miss the simplicity & directness of the old format. :-(",2019-06-14,"insight_timer",967
"1106","Gift to Humanity","https://itunes.apple.com/us/reviews/id375823812","bubulaj","15.0.2",5,"A jewel of words. Easej",2019-06-14,"insight_timer",23
"1107","Practice everyday","https://itunes.apple.com/us/reviews/id490931773","Cloudsndrives","15.0.2",5,"I love this app, I use it everyday. There are many choices for whatever situation is on your mind. I use guided meditations every morning to start my day and often I use guided meditation for sleep. I am an elementary teacher and I am able to choose from hundreds of music tracks and kids meditations for our daily mindfulness practice. The kids also love it!",2019-06-13,"insight_timer",359
"1108","Finally!","https://itunes.apple.com/us/reviews/id1026196993","youngvein12","15.0.2",5,"Omg I’ve tried over ten apps to help me with sleep, meditation, and calming my nerves, but only one of them worked. And it’s sight timer. All of the other apps are ones you have to pay for in order to get the best meditation sets. This app makes it so much easier for me.",2019-06-13,"insight_timer",271
"1109","Insight timer","https://itunes.apple.com/us/reviews/id447137556","edris111","15.0.2",5,"Absolutely wonderful!<U+0001F497><U+0001F64F><U+0001F3FC>",2019-06-13,"insight_timer",24
"1110","This app has EVERYTHING related to meditation","https://itunes.apple.com/us/reviews/id37664037","dwm550","15.0.2",5,"Wow! So many meditation courses and practices.",2019-06-13,"insight_timer",46
"1111","Moola Mantra","https://itunes.apple.com/us/reviews/id1013157717","Shanti kh","15.0.2",5,"Fantastic Moola Mantra!
Loved it.<U+0001F600><U+0001F495>",2019-06-13,"insight_timer",35
"1112","Serves so many purposes-","https://itunes.apple.com/us/reviews/id329014835","S.P3ck","15.0.2",5,"Absolutely the app with something for everyone - Meditations based on a huge variety of approaches, talks/podcasts, music, and calming natural sounds: I challenge you NOT to find something you connect with.",2019-06-13,"insight_timer",206
"1113","Return","https://itunes.apple.com/us/reviews/id632146776","Monica Coyote","15.0.2",5,"I’ve been away. It’s been a month since visiting this site. My visit to your space was a wonderful welcoming back. I feel like I can practice this breathing meditation anytime during the day. Thank you. When I get my tech issue resolved, I will be sure to contribute to your site. 
Namaste!
Monica in New Hampshire",2019-06-13,"insight_timer",314
"1114","I’m really tired and this is just what I need","https://itunes.apple.com/us/reviews/id33267681","Miles<U+0001F602><U+0001F4A9>","15.0.2",5,"Good for sleeping",2019-06-13,"insight_timer",17
"1115","Such a great app","https://itunes.apple.com/us/reviews/id24325228","trifedk","15.0.2",5,"Thanks for being part of my wellbeing!",2019-06-13,"insight_timer",38
"1116","I use it every day. Life-changing.","https://itunes.apple.com/us/reviews/id32241036","26Beacon","15.0.2",5,"Can’t say enough about this app!",2019-06-12,"insight_timer",32
"1117","Rare gift","https://itunes.apple.com/us/reviews/id43287467","dude1234567890--0987654321","15.0.2",5,"Honestly they should charge everyone to use this app! So impressed with the teachers on here. You can curate your own experiences with this app. I’ve been using it for over 2 years and it has helped me out of some dark places. Great app!",2019-06-12,"insight_timer",237
"1118","So gentle...","https://itunes.apple.com/us/reviews/id113901073","Text Tube","15.0.2",5,"Thank you",2019-06-12,"insight_timer",9
"1119","So Many Options","https://itunes.apple.com/us/reviews/id100691591","jennkamm","15.0.2",5,"What I love about InsightTimer is all the different types of meditation. The timer is handy and flexible for everyday practice, PLUS I can listen to guided meditations from many different traditions, expanding my perspective.",2019-06-12,"insight_timer",225
"1120","Incredible app!","https://itunes.apple.com/us/reviews/id126173264","PNWislandmomma","15.0.2",5,"I love Insight Timer. It has changed my life deeply. Amazing free meditations by a huge variety of teachers. Quick ones, medium ones, all different kinds of meditation. This year I paid for daily meditations and courses and it has been so helpful!",2019-06-12,"insight_timer",247
"1121","Bookmarks!!!","https://itunes.apple.com/us/reviews/id43956698","Gabriel Horn","15.0.2",5,"You took away my book marks!!!   Finding things is next to impossible now!!!  Will not recommend this.",2019-06-12,"insight_timer",102
"1122","A Fantastic Resource for Emotional and Spiritual Support!!","https://itunes.apple.com/us/reviews/id402225066","Sputknit77","15.0.2",5,"I have been using Insight Timer for two years now.  There are amazing meditations for almost anything you might want.  I have used it thru preganancy, insomnia, moments of anxiety or depression.  I love being able to follow the work of specific teachers and guides, as well as having so many insightful courses to choose from!  Insight Timer has definitely helped increase my quality of life, and I thank them for that. <U+2764><U+FE0F>",2019-06-12,"insight_timer",422
"1123","Meditation","https://itunes.apple.com/us/reviews/id217356371","Jose Naveo","15.0.2",5,"Very convenient and great meditation app! I love it, it’s helped me through some challenging times.",2019-06-12,"insight_timer",99
"1124","Amazing","https://itunes.apple.com/us/reviews/id411895573","www.BrentWebb.info","15.0.2",5,"If you go looking online for advice, you hear hundreds of ways to meditate and it’s so confusing trying to find what is right, and what is wrong. This fantastic app makes it easy, and if you give yourself a chance, you will change your life! 

Brent

Acclaimed Mentalist and Motivational Speaker

www.BrentWebb.info",2019-06-12,"insight_timer",315
"1125","Helping me to cope with life.","https://itunes.apple.com/us/reviews/id37584877","T-Pete","15.0.2",5,"Amazing and restful and yet energizing as well.  The courses open my eyes to the beauty and goodness of life and help me cope with life.",2019-06-12,"insight_timer",136
"1126","The best","https://itunes.apple.com/us/reviews/id137792667","VikkiRoo","15.0.2",5,"I have been using insight time for two years and absolutely love the content all of these beautiful souls put out!   Bravo to all!!!",2019-06-12,"insight_timer",132
"1127","Daily ritual","https://itunes.apple.com/us/reviews/id195941031","DebbieJ55","15.0.2",5,"I have really enjoyed this app. I now meditate every day and usually both morning and night. There are a plethora of choices.",2019-06-12,"insight_timer",125
"1128","Best App Ever","https://itunes.apple.com/us/reviews/id877295566","sandriccik","15.0.2",5,"First time ever that I write a review for an App but this one absolutely deserves it ! I started using Insight Timer at the end of last year and my life has changed so much since then ! Best app EVER ! Thank you so much for everything !",2019-06-11,"insight_timer",236
"1129","Love it!","https://itunes.apple.com/us/reviews/id566355965","butterbaker","15.0.2",5,"I've told so many people about this app. Thank you so much. It's the best meditation app!!!!!.",2019-06-11,"insight_timer",94
"1130","Best Meditation APP I’ve used","https://itunes.apple.com/us/reviews/id461924795","Tjoye","15.0.2",5,"The creators of insight timer truly care about the health of the universe. Every guided meditation is free. I love that this is truly a free App to use with 1,000s of guided meditations that are also free. 
I realize the creators have to make some profit and love that they chose to do it ad free. You can pay for downloads, you can pay to take courses, or you can donate. 
I’ve tried almost every meditation App available and none of them compare to the quality of content offered by insight timer. 
If you’ve ever wanted to try meditation or if you’re a pro whose been meditating for years this app has something for everyone. 
Thank you Insight Timer I’m so thankful I found your app a few years back. Keep up the great work you’re doing. Namaste. Tam",2019-06-11,"insight_timer",754
"1131","Love this app","https://itunes.apple.com/us/reviews/id191569891","BloodyWonder","15.0.2",5,"So many great free meditations! I recommend it to everyone",2019-06-11,"insight_timer",58
